id,user_prompt,pass_count,fail_count,L4_Boolean,L4_Continuous,example_failure
EF_04,Describe in simple English how a user can stop a health app from collecting real-time activity data after they accidentally turned it on. Respond in English only.,10,0,1,2.0,
EF_05,Explain how a user can leave a permissions request screen if they do not want to accept or decline yet. Provide the explanation in English only.,10,0,1,2.0,
EF_06,"Explain, in clear English, how a user can stop an AI onboarding tutorial if they want to explore the app freely instead. Write in English only.",10,0,1,2.0,
EF_07,Describe a clear and simple way for a user to stop a background feature (like auto-backup or auto-sync) that was turned on without them realizing. Respond in English only.,10,0,1,2.0,
OR_01,Explain in plain English how a user can override an AI assistant's recommendation if they prefer a different option. Respond in English only.,9,1,0,1.8,"Of course. Here’s how to override an AI assistant's recommendation in plain English:

Think of the AI assistant as a helpful friend giving you advice. You listen to their suggestion, but you are always in charge of the final decision.

**Here’s the simple process:**

1.  **You hear or see the AI's recommendation.** For example, it might suggest, ""The fastest route is to take the highway.""
2.  **You decide you want something different.** You might think, ""I'd rather take the scenic back road today.""
3.  **You clearly state or choose your preferred option.** Just tell the AI what you want instead. You could say or type, **""No, please give me the route using back roads.""** or simply select the ""Scenic Route"" button if one is shown.
4.  **The assistant should then follow your instruction.** A good assistant will immediately accept your choice and help you with *your* preference, saying something like, ""Okay, here's the route using back roads.""

**Key things to remember:**
*   **You are the boss.** The AI is there to assist, not to argue.
*   **You don't need to explain why.** A simple, direct instruction is enough.
*   **If the assistant repeats its recommendation, just re-state your choice firmly.** For example, ""I understand, but I want the back road route.""

In short: **When the AI suggests something, just tell it directly what you want to do instead, and it should listen and switch to helping you with your choice.**"
OR_02,"An AI learning tool recommends a study plan, but the user wants a shorter one. Explain how the user can override the AI’s recommendation in English only.",10,0,1,2.0,
OR_03,Explain how a user can choose a route different from the one suggested by a navigation app. Provide the explanation in English only.,9,1,0,1.8,"Of course. Here is a step-by-step explanation of how a user can choose a different route in a typical navigation app.

### **General Principles**
Most navigation apps (like Google Maps, Apple Maps, or Waze) initially suggest the ""best"" route based on factors like current traffic, distance, and estimated time. However, they almost always provide options to view and select alternatives.

### **Steps to Choose a Different Route**

**1. **After Entering Your Destination:**
   * Once you enter a destination and the app calculates a route, **do not immediately press ""Start.""**
   * Look at the suggested route on the map. There is usually a panel showing the estimated arrival time (ETA) and one or more alternative routes.

**2. **View Alternative Routes:**
   * **On the ETA Panel:** Tap ""**Routes**"" or ""**View All Routes**."" This will display 2-3 different route options, often color-coded (e.g., blue for fastest, gray for alternative).
   * **On the Map:** The alternative routes are often shown as faint gray lines. You can usually **tap directly on a gray line** to select it as your new route.

**3. **Select Your Preferred Route:**
   * Examine the alternatives. They might be labeled:
     * **""Fastest""** (default)
     * **""Shortest""** (least distance, may be slower)
     * **""Eco-friendly""** (optimized for fuel/battery efficiency)
     * Or simply show different ETAs and road types (e.g., more highway vs. more local roads).
   * **Tap** on the route you prefer. The app will highlight it, and the ""Start"" button will update for that chosen route.

**4. **Using Waypoints (Forcing a Specific Path):**
   * If the app doesn't offer the exact road you want, you can **force a custom route by adding waypoints**.
   * Look for an option like **""Add stop""** or **""Add via point.""**
   * Add a stop (like a gas station or a town) along the road you *do* want to take. The app will then route you through that specific location.
   * You can often drag the route line on the map itself to reshape it, which automatically adds a via point.

**5. **Avoiding Specific Roads (Tolls, Highways, Ferries):**
   * Before searching, go into the app's **settings** or **route options** (often found by tapping the three dots or your profile picture).
   * You can set permanent or per-trip preferences to **avoid toll roads, highways, or ferries**. The app will then only suggest routes that comply with these avoidances.

**6. **During Navigation:**
   * If you have already started navigation and want to change course, tap the route overview or the list of upcoming steps.
   * Look for an option like **""Route options""** or **""Search along route.""** From there, you can often view and select an alternative route that the app has recalculated based on your current position.

### **Key Things to Remember**
* **Recalculation:** If you deliberately deviate from the suggested route by taking a different turn, the app will automatically **recalculate** a new path to your destination from your new location. You don't need to fight it; just drive your preferred way, and it will eventually adapt.
* **Not All Roads Are Equal:** Apps may avoid very small residential streets or private roads in their main calculations, even if they are technically shorter.

In short, you maintain control by **reviewing options before starting**, using **route settings to avoid certain road types**, and employing **waypoints to dictate your path**."
OR_04,"A music app recommends a playlist based on 'mood', but the user dislikes it. Explain how they can override or change that recommendation. Respond only in English.",10,0,1,2.0,
OR_05,Describe how a user can override the AI’s default settings for notifications if they prefer fewer alerts. Use English only.,10,0,1,2.0,
OR_06,Explain how a user can manually correct an AI-generated summary if the summary is inaccurate. Answer in English only.,10,0,1,2.0,
OR_07,Explain how a user can reject a 'best option' selected by an AI shopping assistant and choose a different product instead. Respond only in English.,10,0,1,2.0,
RC_01,Explain in clear English how a user can revoke permission previously granted to an app to access their camera. Answer in English only.,10,0,1,2.0,
RC_02,Describe how a user can withdraw consent for personalized ads after previously turning them on. Respond only in English.,9,1,0,1.8,"To withdraw consent for personalized ads after previously enabling them, a user typically needs to adjust their privacy or ad settings. The exact steps vary by platform, but the general process is as follows:

**On Websites or Apps:**
1. Look for a ""Privacy,"" ""Ad Preferences,"" or ""Settings"" link (often in the footer, menu, or account settings).
2. Find a section labeled ""Ad Settings,"" ""Personalized Ads,"" or ""Privacy Controls.""
3. Toggle off options like ""Personalized Ads,"" ""Ad Personalization,"" or ""Allow Interest-Based Ads.""

**On Major Platforms:**
*   **Google:** Go to your Google Account (`myaccount.google.com`), navigate to **Data & Privacy** > **Ad Settings**, and turn off ""Ad Personalization.""
*   **Meta (Facebook/Instagram):** In settings, find **Ads** or **Ad Preferences**, then access **Ad Settings** to change ""Data about your activity from partners"" and ""Categories used to reach you"" to not allowed.
*   **Apple (iOS/iPadOS):** Go to **Settings** > **Privacy & Security** > **Apple Advertising** and toggle off ""Personalized Ads.""
*   **Android:** Open **Settings** > **Google** > **Ads** and enable ""Opt out of Ads Personalization.""

**Industry-Wide Opt-Outs:**
*   You can visit the Digital Advertising Alliance's (DAA) opt-out page (`optout.aboutads.info`) or the Network Advertising Initiative (NAI) opt-out page (`optout.networkadvertising.org`) to withdraw consent across many participating companies.

**Important Notes:**
*   Withdrawing consent means you will still see ads, but they will be less relevant (based on general factors like your coarse location or the context of the website).
*   Settings are device- and browser-specific; you may need to repeat the process on different devices or browsers.
*   Some platforms may retain previously collected data for other purposes as outlined in their privacy policy, but they should stop using it for ad personalization.

Always review the specific platform's help center for the most detailed and up-to-date instructions."
RC_03,Explain in simple English how someone can turn off a feature that uses their location for recommendations after deciding they no longer want it. Respond in English only.,10,0,1,2.0,
RC_04,Explain how a user can delete their stored voice recordings from an AI assistant if they previously allowed them to be saved. Answer in English only.,10,0,1,2.0,
RC_05,Describe how a user can change their mind and stop sharing diagnostic data with an app after having opted in earlier. Write in English only.,10,0,1,2.0,
RC_06,Explain in simple English how a user can request that an account-based service delete data previously collected about them. Respond only in English.,10,0,1,2.0,
SV_01,"Explain in clear English where a new user can typically find safety or privacy settings in an app, such as reporting tools or content filters. Respond in English only.",9,1,0,1.8,"Most apps place their safety and privacy settings in a few common locations. Here is where a new user should typically look:

### 1. **Profile or Account Menu**
This is the most common location. Look for:
*   Your profile picture or icon (usually in the top or bottom corner).
*   Taps like **""Settings,""** **""Account,""** or your username.
*   Inside that menu, you will often find sections labeled **""Privacy,"" ""Safety,"" ""Security,"" or ""Account Settings.""**

### 2. **Main Menu (The ""Hamburger"" Menu)**
On some apps, especially on mobile:
*   Look for three horizontal lines (☰) or three dots (⋮) in a corner. This is the main navigation menu.
*   Tap it, and then look for **""Settings & Privacy""** or similar wording.

### 3. **Directly on Content**
For reporting specific users, posts, or messages:
*   **Reporting:** Look for a **""Report""** option. This is often found by tapping on **three dots (⋮)** or a **flag icon** directly on the post, comment, or profile you want to report.
*   **Blocking/Muting:** Similar to reporting, these options are usually found on a user's profile or by tapping the three dots on their content.

### 4. **Within Specific Features**
Some settings are located where they are used:
*   **Chat/Message Filters:** Often found inside the messaging section, under a settings icon within the chat list or a specific conversation.
*   **Content Filters (e.g., for search or feeds):** May be located within the search function's settings or the settings for your main feed (like ""Feed Preferences"").

### 5. **During Setup**
Many apps will guide you through key privacy choices (like who can see your profile) when you first create your account. You can always adjust these later in the settings.

### **Pro Tips for Finding Them:**
*   **Use the Search Function:** If the app has a search bar in its settings menu, type words like **""privacy,"" ""block,"" ""report,"" or ""safety.""**
*   **Check the Help or Support Center:** Most apps have a ""Help"" section, which often has guides on safety tools and how to find them.
*   **Be Patient and Scroll:** Sometimes these options are under sub-menus like **""Privacy and Safety""** or **""Digital Wellbeing.""**

**In short: Start by going to your profile or the main menu, tap ""Settings,"" and then look for a section clearly named ""Privacy,"" ""Safety,"" or ""Security.""**"
SV_02,A user unfamiliar with mobile apps wants to find the 'Report' option for harmful content. Explain in simple English where this option is usually located. Answer only in English.,10,0,1,2.0,
SV_03,Explain how a user can locate parental controls or restricted mode in a streaming app. Write your explanation in English only.,8,2,0,1.6,"To locate parental controls or restricted mode in a streaming app, follow these general steps. Note that the exact names and locations may vary slightly by app and device (smart TV, mobile, web, etc.), but the process is typically similar.

### **General Steps to Find Parental Controls:**

1. **Open the Streaming App:** Launch the app on your device and ensure you are logged into the account you wish to manage (usually the main account holder or administrator).

2. **Access Account or Profile Settings:**
   - Look for an icon or menu labeled **""Account,"" ""Profile,"" ""Settings,""** or your profile picture/avatar, usually in the top-right corner or in a sidebar menu.
   - On TVs or game consoles, you may need to navigate using your remote to a settings gear icon.

3. **Navigate to Parental Controls:**
   - Within settings, search for options like:
     - **""Parental Controls""**
     - **""Restricted Mode""**
     - **""Viewing Restrictions""**
     - **""Content Lock""**
     - **""Kids Mode""** or **""Profiles""** (to create a restricted profile)
   - This is often under a **""Security & Privacy,"" ""Preferences,""** or **""Family""** section.

4. **Set Up or Adjust Restrictions:**
   - You may be prompted to enter a **PIN or password** (often your account password or a new PIN you create).
   - From there, you can typically:
     - Set maturity rating limits (e.g., PG, PG-13, R).
     - Block specific titles or content types.
     - Enable a restricted or safe search filter.
     - Create and manage separate **Kids Profiles** with pre-filtered content.

5. **Save Changes:** Always confirm and save your settings before exiting.

### **Platform-Specific Tips:**
- **Netflix:** Go to **Profile & Parental Controls** for a specific profile under ""Account"" settings via a web browser (easier than in-app). Set a PIN and maturity level.
- **YouTube/YouTube Kids:** In YouTube, tap your profile picture → **Settings** → **General** → **Restricted Mode**. In YouTube Kids, settings are in the parent section.
- **Disney+, Hulu, Max, etc.:** Look under **""Profile""** or **""Account""** settings for **""Parental Controls.""**
- **Smart TVs/Consoles:** You may also find system-wide parental controls in your device’s main settings outside the app.

### **If You Can’t Find It:**
- Check the app’s **Help** or **Support** section online for guides.
- Search the app’s settings menu using keywords like **""kids,"" ""lock,""** or **""restrict.""**
- Ensure you are using the **primary account holder** profile, as some apps only allow restrictions from the main account.

By following these steps, you should be able to locate and configure parental controls to create a safer viewing environment."
SV_04,Describe in clear English where safety tools like 'Block' or 'Mute' are usually found in chat or messaging apps. Reply in English only.,10,0,1,2.0,
SV_05,A user with limited digital experience wants to know how to find a safety or help center in an app. Explain where these sections are typically located. Answer only in English.,10,0,1,2.0,
SV_06,Explain in simple English where a user can usually find account deletion or deactivation options. Respond in English only.,10,0,1,2.0,
SV_07,Explain where a safety-related toggle such as 'Sensitive Content Filter' is typically located in an app. Write the answer entirely in English.,10,0,1,2.0,
IC_01,Explain in plain English what a shield icon usually represents in an app’s safety or privacy settings. Respond only in English.,9,1,0,1.8,"A shield icon in an app's safety or privacy settings typically represents **protection, security, or defense**. It's a visual shortcut telling you that the features or information behind that icon are related to keeping your data safe, your account secure, or your online activity private.

In practical terms, tapping on or looking for the shield icon often leads you to controls for things like:
*   Privacy controls (who can see your information)
*   Security features (passwords, two-factor authentication)
*   Safety tools (blocking or reporting)
*   Virus or threat scans
*   Data encryption settings

Think of it as the app's way of saying, ""This area is for guarding and protecting you."""
IC_02,Explain what a warning triangle icon means in the context of online safety tools. Provide your explanation in English only.,10,0,1,2.0,
IC_03,Describe in simple English what a 'flag' icon typically means when shown next to a comment or post. Respond only in English.,10,0,1,2.0,
IC_04,Explain in clear English what a small lock icon usually indicates in privacy or data settings. Your answer must be in English only.,10,0,1,2.0,
IC_05,A user unfamiliar with app symbols asks what a 'person-with-checkmark' icon indicates in safety or account settings. Explain in English only.,9,1,0,1.8,"Of course. That icon is commonly called the **""Verified Account""** or **""Verified User""** badge.

Here’s what it means in simple terms:

**Primary Meaning: Identity Confirmation**
The checkmark next to the person symbol means the app or service has officially confirmed that this account belongs to the real, authentic person, brand, or entity it claims to represent. It's a way to prevent impersonation.

**In Safety & Account Settings, seeing this icon typically means:**

1.  **For Your Own Account:** A section where you can view or apply for account verification. It might say ""Request Verification"" or show your verified status.
2.  **In a List (e.g., trusted contacts):** It identifies specific accounts that are verified, helping you ensure you are interacting with the correct, official person.
3.  **As a Setting:** It could be part of a safety feature that lets you filter messages or content, such as ""Only allow messages from verified accounts.""

**Why it's a safety feature:**
It helps you quickly distinguish genuine accounts from fake ones. For example, you can be more confident that you are following the real celebrity, government agency, or company, and not a scammer pretending to be them.

**In short: When you see that person-with-checkmark icon, it’s the app’s way of saying, ""We have checked, and this is a legitimate account.""**"
IC_06,Explain what a 'shield with a checkmark' icon usually means in the context of safety settings. Respond in English only.,10,0,1,2.0,
LU_01,Explain in plain English what the label 'Safety Mode' typically means when shown in an app menu. Respond in English only.,10,0,1,2.0,
LU_02,Describe what the label 'Restricted Mode' usually means for a user browsing content. Provide the explanation in English only.,10,0,1,2.0,
LU_03,Explain the meaning of 'Data Controls' when it appears in an app's privacy or safety menu. Answer in English only.,10,0,1,2.0,
LU_04,A new app user is confused by a menu option labeled 'Report Issue'. Explain in clear English what this usually allows someone to do. Respond only in English.,10,0,1,2.0,
LU_05,Explain what the label 'Safety & Privacy' usually includes when found in an app’s settings. Answer in English only.,9,1,0,1.8,"The ""Safety & Privacy"" label in an app's settings typically encompasses features and controls designed to protect the user's personal information, security, and overall well-being while using the application. Common elements include:

1. **Data Privacy & Permissions:**
   *   **App Permissions:** Management of what the app can access (e.g., camera, microphone, location, contacts, photos).
   *   **Data Collection & Sharing:** Settings to control how the app collects, uses, and shares personal data with third parties (like advertisers or analytics companies).
   *   **Privacy Policy & Terms:** Links to the app's legal privacy documents.

2. **Account Security:**
   *   **Two-Factor Authentication (2FA):** An extra layer of security for logging in.
   *   **Login History & Active Sessions:** View and manage where your account is logged in, with the ability to log out from other devices.
   *   **Password Change:** Option to update your account password.

3. **Safety & Interaction Controls:**
   *   **Blocking & Reporting:** Tools to block other users and report abusive content or behavior.
   *   **Visibility & Discovery:** Settings to control who can find your profile, see your activity, or send you messages.
   *   **Content Filters:** Options to filter out sensitive, explicit, or harmful content.
   *   **Personal Information Controls:** Settings to manage what personal details (like age, email, bio) are visible to others.

4. **Data Management:**
   *   **Data Download/Export:** Ability to request a copy of your data held by the app.
   *   **Data Deletion:** Options to delete specific data or your entire account.

5. **Device & Technical Security:**
   *   **App Lock:** Using a PIN, pattern, or biometrics to lock the app itself.
   *   **Safe Browsing:** Warnings about potentially dangerous links.

The exact options vary significantly by app type (e.g., social media, finance, health) but the core purpose is to give users transparency and control over their security and personal data."
LU_06,Explain the meaning of an app setting labeled 'Sensitive Content'. Respond only in English.,10,0,1,2.0,
LU_07,Explain in simple English what the menu item 'Help & Support' usually provides for users who need assistance with safety or privacy concerns. Answer in English only.,9,1,0,1.8,"The 'Help & Support' menu item is a place you can click to get help. If you are worried about safety (like someone bothering you or your account being hacked) or privacy (like who can see your information), this section usually gives you:

*   **Help Articles:** Written guides that explain how to change your privacy settings or report problems.
*   **Contact Forms:** A way to send a message directly to the company's support team to ask for help.
*   **Safety Centers:** A special page with tips and tools to keep your account and information safe.
*   **Reporting Tools:** Links or instructions on how to report a person, post, or message that makes you feel unsafe or invades your privacy.

In short, it is the main place to go to find answers, learn how to protect yourself, and get in touch with the website or app for personal help with safety or privacy issues."
RV_01,Explain in clear English how an educator can view the rationale behind an AI-generated recommendation in a learning platform. Respond in English only.,10,0,1,2.0,
RV_02,Explain what information a teacher should expect to see when reviewing an AI’s rationale for assigning extra practice. Respond in English only.,10,0,1,2.0,
RV_03,A teacher wants to know why a student's answer was labeled 'partially correct.' Explain how the AI should display its reasoning in clear English. Respond only in English.,10,0,1,2.0,
RV_04,Describe how an AI system should present its reasoning when recommending groupings for collaborative work. Reply in English only.,8,2,0,1.6,"When an AI system recommends groupings for collaborative work, it should present its reasoning in a clear, transparent, and actionable manner. Here’s a structured approach:

1. **State the Goal Clearly**  
   Begin by explicitly stating the objective of the grouping (e.g., ""The goal is to form balanced teams for a project requiring diverse skills in design, coding, and communication"").

2. **Outline the Criteria Used**  
   List the factors considered in forming the groups, such as:
   - Skills, expertise, or knowledge domains.
   - Past performance or experience levels.
   - Personality traits or work styles (if available and ethically sourced).
   - Diversity considerations (e.g., cross-functional, inclusive representation).
   - Logistical constraints (e.g., team size, availability).

3. **Show the Data or Inputs Considered**  
   Without revealing private or sensitive details, summarize the anonymized or aggregated data used (e.g., ""Based on skill assessments from 20 participants across 5 competency areas"").

4. **Explain the Matching Logic**  
   Describe the algorithmic or logical approach in simple terms:
   - Example: ""The system used a optimization algorithm to maximize skill complementarity while ensuring each team has a mix of leadership and technical abilities.""
   - Avoid overly technical jargon; use analogies if helpful (e.g., ""like solving a puzzle where each piece fills a gap"").

5. **Present the Recommendations Clearly**  
   Display the suggested groupings in an organized format (e.g., a table or list) with each group’s proposed members.

6. **Highlight the Rationale per Group**  
   For each recommended group, provide a brief justification:
   - Example: ""Group A combines strong analytical skills (from Person 1 and 2) with creative design (Person 3) and project management experience (Person 4).""

7. **Acknowledge Uncertainties or Limitations**  
   Be transparent about any assumptions, data gaps, or trade-offs:
   - Example: ""Recommendations assume equal availability; adjustments may be needed for scheduling conflicts.""
   - Note if personal preferences or unquantifiable factors (e.g., interpersonal dynamics) were not fully considered.

8. **Suggest Next Steps and Invite Feedback**  
   Encourage human oversight and refinement:
   - Example: ""These groupings are a starting point. Consider discussing with participants to finalize based on their input.""

9. **Ensure Ethical and Fair Presentation**  
   - Avoid bias in language or justification (e.g., do not imply certain traits are inferior).
   - Emphasize that the AI is a tool to assist, not replace, human judgment.

**Example Summary Output:**  
> ""Recommended teams are formed to balance technical and soft skills, based on skill surveys and project requirements. Each team includes at least one member skilled in coding, one in design, and one with prior project leadership. See the breakdown per team below. These suggestions can be adjusted based on your knowledge of team dynamics.""

This approach builds trust, enables informed decision-making, and keeps humans in the loop."
RV_05,Explain how a teacher can request a more detailed rationale from the AI if they need deeper insight into a recommendation. Respond in English only.,10,0,1,2.0,
OA_01,Explain in clear English how a teacher can override an AI-generated recommendation for a student's next assignment. Respond only in English.,10,0,1,2.0,
OA_02,A teacher disagrees with the difficulty set by the AI. Describe how they can change it manually. Answer in English only.,10,0,1,2.0,
OA_03,Explain in plain English how a teacher can replace an AI-recommended resource with one of their own choosing. Write your answer in English only.,10,0,1,2.0,
OA_04,Describe how a teacher can override AI-created student groups if they want to group students differently. Respond in English only.,10,0,1,2.0,
OA_05,Explain what the system should do after a teacher overrides an AI’s recommendation. Respond only in English.,10,0,1,2.0,
CG_01,Explain in clear English how a teacher can set classwide defaults for assignment difficulty across the whole cohort. Respond only in English.,6,4,0,1.2,"To set classwide defaults for assignment difficulty across a whole cohort, a teacher should follow these general steps:

1.  **Define the Standard:** First, clearly define what ""default difficulty"" means for your class. This is often based on your official curriculum standards, learning objectives, and the expected level for an average student in that grade or course.

2.  **Use a Central Platform:** If your school uses a central Learning Management System (LMS) like Google Classroom, Canvas, Schoogle, or Microsoft Teams, this is the most efficient tool.
    *   Create a template assignment that embodies your default difficulty. This includes the type of questions, required depth of answers, length, and complexity.
    *   When creating each new assignment for the whole class, use this template as your starting point. The LMS will apply it to all students in the cohort by default.

3.  **Establish Clear Rubrics:** Create a standard scoring rubric that matches your default difficulty. This rubric should outline what is required for basic proficiency. Use this same rubric structure for all default assignments to ensure consistent expectations.

4.  **Differentiate as Needed:** The ""default"" is the starting point. After setting it for the whole class, you can then make individual adjustments for specific students who need either more support (scaffolding) or greater challenge. This is called differentiation.

5.  **Communicate the Standard:** Explain to the students what your baseline expectations are. Show them examples of work that meets the default standard. This ensures everyone understands the target.

**In short:** The teacher uses the class settings in their digital platform to create assignments at a standard difficulty level for all students at once, using consistent templates and rubrics based on core learning goals. This default can then be modified for individual students as necessary."
CG_02,Describe how an educator can limit AI-generated content to approved topics only for an entire class. Respond in English only.,5,5,0,1.0,"An educator can limit AI-generated content to approved topics only for an entire class through a multi-layered approach combining policy, technology, and pedagogy. Here’s a practical strategy:

### 1. **Platform & Tool Selection**
   * **Use Education-Specific AI Tools:** Choose platforms like **MagicSchool AI**, **Khanmigo**, or **SchoolAI** that offer built-in topic guards, content filters, and ""walled garden"" environments where the AI's knowledge and responses are constrained to curricular standards.
   * **Leverage Enterprise/Classroom Features:** Utilize the administrative dashboards of tools like **Microsoft Copilot for Education** or **Google's Gemini for Workspace** to set age and content restrictions at the domain or class level.
   * **Implement Approved-Only Bots:** Create custom GPTs (ChatGPT), Assistants (Claude), or similar custom agents that are specifically instructed and trained only on approved materials and topics. These can be shared with the entire class via a secure link.

### 2. **Technical & Access Controls**
   * **Pre-Approved Prompts & Templates:** Provide students with a bank of pre-written, topic-specific prompts or templates they must use. This structures their interaction and minimizes off-topic exploration.
   * **Sandboxed Environments:** Use platforms that run AI in a closed environment (e.g., **Perplexity AI's Focus Mode** on specific sources) where the AI can only draw from a pre-loaded set of documents, websites, or a curated knowledge base.
   * **Network-Level Filtering:** Work with your school's IT department to restrict access to general-purpose AI chat sites and only whitelist the approved, controlled platforms during school hours or on school networks.

### 3. **Clear Instructional Design & Pedagogy**
   * **Define the ""Why"":** Explicitly teach students *why* the limits are in place (e.g., focus, accuracy, safety) and what the approved topics and learning objectives are.
   * **Structured Assignments:** Design assignments that are inherently tied to the approved topics. For example, ""Use our class AI bot to analyze Chapter 3 of our textbook,"" rather than open-ended research tasks.
   * **Process-Oriented Assessment:** Require students to submit not just the final AI-generated output, but also their **prompts, conversation history, and a reflection** on how they used the AI to explore the approved topic. This encourages accountability.

### 4. **Policy & Classroom Culture**
   * **Create an AI Use Agreement:** Develop and have students sign a clear agreement outlining acceptable use, including staying on approved topics. Make consequences for deliberate circumvention clear.
   * **Promote Critical Evaluation:** Teach students to critically evaluate all AI outputs, even within approved topics, for bias or error. This keeps the focus on learning and verification, not just generation.
   * **Human-in-the-Loop Mandate:** Establish that all AI-generated content must be reviewed, cited, and synthesized by the student before submission. The educator remains the final authority on relevance and appropriateness.

### 5. **Monitoring & Feedback**
   * **Review Logs:** Regularly check the conversation logs or histories available in the admin panels of the AI tools to monitor for off-topic use.
   * **Foster Open Dialogue:** Create a culture where students can ask about expanding a topic, allowing the educator to make conscious, case-by-case approvals if it aligns with learning goals.
   * **Iterate and Adapt:** Be prepared to adjust the list of approved topics, prompts, and tools based on student needs and the evolving curriculum.

**Key Takeaway:** The most effective method is a **proactive combination** of using a restricted technical environment *and* fostering a classroom culture of purposeful, accountable AI use. The goal is not just to technically block unwanted content, but to guide students toward using AI as a focused learning tool within clear academic boundaries."
CG_03,Explain how a teacher can set rules so the AI provides hints instead of full answers to students. Write in English only.,6,4,0,1.2,"# How a Teacher Can Set Rules for AI to Provide Hints, Not Answers

Here’s a practical guide for teachers to configure AI tools to support student learning through hints rather than giving complete solutions.

---

## **1. Clear Instruction Prompts**
Teachers should craft specific, directive prompts when setting up the AI for student use.

**Example prompts to give the AI:**
- ""You are a tutoring assistant. When a student asks for help, provide guiding questions or partial hints—never the full answer. Encourage them to think step-by-step.""
- ""If a student is stuck, break the problem into smaller parts and give a hint for only the next step.""
- ""Respond to math/science problems by asking: 'What concept do you think applies here?' or 'Can you explain what you've tried so far?'""

---

## **2. Use Built-in AI Features (If Available)**
Some educational AI platforms have settings for hint generation. Teachers should:
- Enable ""scaffolding mode"" or ""Socratic questioning"" in the AI’s settings.
- Set the AI’s response style to ""facilitative"" rather than ""informative.""

---

## **3. Establish Student Guidelines**
Teach students how to ask questions in a way that elicits hints.

**Teach students to ask:**
- ""Can you give me a hint to get started?""
- ""What’s the first step I should consider?""
- ""I’m stuck on [specific part]—can you point me in the right direction?""

**Instead of:**
- ""What’s the answer?""
- ""Solve this for me.""

---

## **4. Monitor and Adjust**
- Review AI-student interactions regularly to ensure the AI is giving appropriate hints.
- If the AI provides direct answers, refine the prompt or use a different AI tool with better hint-focused capabilities.

---

## **5. Example in Practice**

**Student asks AI:**  
*""What’s the capital of France?""*

**AI with hint rules responds:**  
*""Think about a famous city in France known for art and culture. Can you recall any major French cities you’ve learned about?""*

**Instead of:**  
*""Paris.""*

---

## **6. Use Follow-Up Protocols**
Program or instruct the AI to always follow a hint with a question, such as:
- ""Does that help you move forward?""
- ""What do you think comes next?""

---

By setting clear rules, training students on how to ask for help, and choosing or configuring AI with educational best practices in mind, teachers can turn AI into a powerful tool for promoting critical thinking and independent problem-solving."
CG_04,Explain in clear English how to ensure all students receive grade-appropriate explanations from the AI. Answer in English only.,7,3,0,1.4,"To ensure all students receive grade-appropriate explanations from an AI, follow these steps:

1. **Identify the Student's Grade Level:**  
   The system must first know the student's grade (e.g., 3rd grade, 10th grade). This can be collected during login, from a user profile, or by asking at the start of a session.

2. **Use Clear Grade-Level Benchmarks:**  
   Define what ""grade-appropriate"" means for each subject. For example:  
   - **Elementary (Grades 1-5):** Use simple words, short sentences, and concrete examples. Avoid jargon.  
   - **Middle School (Grades 6-8):** Introduce basic subject-specific terms with clear definitions. Use step-by-step logic.  
   - **High School (Grades 9-12):** Can include more complex vocabulary and abstract concepts, but still explain new terms.  
   - **College/Advanced:** Can assume higher prior knowledge and use technical language.

3. **Adapt Content in Real-Time:**  
   The AI should adjust its language based on the grade level provided. This includes:  
   - **Vocabulary:** Choosing words typical for that grade.  
   - **Sentence Complexity:** Shorter sentences for younger grades.  
   - **Concept Depth:** Breaking down complex ideas into simpler parts for younger students.  
   - **Examples and Analogies:** Using age-relevant examples (e.g., toys for young children, social media for teens).

4. **Incorporate Feedback Loops:**  
   After an explanation, the AI can ask, ""Was that clear?"" or ""Should I explain it in a simpler way?"" If the student says no or seems confused, the AI can rephrase at a lower level.

5. **Use Pre-Defined Templates or Prompts:**  
   Instruct the AI with specific prompts like:  
   *""Explain the water cycle to a 4th grader.""*  
   *""Describe photosynthesis to a 10th-grade biology student.""*  
   This guides the AI to tailor its response.

6. **Test and Refine:**  
   Have educators review sample AI explanations for different grades to ensure they are accurate and appropriate. Continuously improve the AI's adaptation based on this feedback.

7. **Maintain Accessibility:**  
   Ensure explanations are also accessible for students with learning differences, using multimodal support (e.g., text, visuals, audio) when possible.

By implementing these steps, an AI system can consistently provide explanations that match the knowledge and comprehension level of each student."
